tracker_id,account_id,datetime,plan_id,monthly_price,hourly_price,created_at,updated_at
b8206972-ec3b-46ce-8ce8-9dcd9e243e79,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 05:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.403344,2026-01-09 18:28:42.403344
7e2e387a-15b7-4f91-8a09-3ff048d47137,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 05:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.403344,2026-01-09 18:28:42.403344
dad50ae9-3580-4d0c-8dcc-8dd8d4779636,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 06:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.405338,2026-01-09 18:28:42.405338
a2cdd099-ad02-43e4-afff-20c8e21cc6f0,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 06:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.405338,2026-01-09 18:28:42.405338
96bf7a38-3e3c-41ef-b143-7f2d6f57c402,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 07:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.408397,2026-01-09 18:28:42.408397
e6efc07d-789b-44f7-a559-8b8433edc4c1,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 07:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.408397,2026-01-09 18:28:42.408397
98693055-6774-44ed-b388-e52dd5dd8d0d,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 08:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.410332,2026-01-09 18:28:42.410332
d170c091-6e66-4f28-8e6f-20829913e357,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 08:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.410332,2026-01-09 18:28:42.410332
ae12346c-24fb-4fbc-b2c7-768b2c20be20,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 09:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.413406,2026-01-09 18:28:42.413406
54827e69-d30b-496c-97f8-611046d30136,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 09:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.413406,2026-01-09 18:28:42.413406
a803d679-569e-46a8-955a-16f0397f5732,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 10:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.415174,2026-01-09 18:28:42.415174
69e43e17-359b-4ddd-b5ba-db08b4fa3747,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 10:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.415174,2026-01-09 18:28:42.415174
a306243a-155a-453b-8367-b25eb196122e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 11:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.417178,2026-01-09 18:28:42.417178
8cbe76cc-31cd-4ea0-b4b3-5ef16c32d018,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 11:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.417178,2026-01-09 18:28:42.417178
91ffe67a-8189-4fff-be32-57e7a9dc17af,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 12:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.418293,2026-01-09 18:28:42.418293
acdc3f73-fbc7-4610-ae9e-335b8d88ffd5,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 12:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.418293,2026-01-09 18:28:42.418293
9291833d-7fdf-4ec1-a452-d2f2b2a22611,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 13:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.420065,2026-01-09 18:28:42.420065
02387b6a-d711-4e09-8b4b-ddc43b649009,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 13:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.420065,2026-01-09 18:28:42.420065
88fefe58-2108-4943-aa3b-862879965f50,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 14:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.422031,2026-01-09 18:28:42.422031
88d300ee-9d22-48e1-ac4e-63e47f8e2978,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 14:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.422031,2026-01-09 18:28:42.422031
eb740f2a-d380-476d-9567-2b0e546fb82d,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 15:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.423896,2026-01-09 18:28:42.423896
59edfaa7-285b-4fa5-8899-94314829bf65,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 15:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.423896,2026-01-09 18:28:42.423896
43d291c7-a2b6-4ea9-a8f6-cfa22ece712b,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 16:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.426246,2026-01-09 18:28:42.426246
e48fc0a7-1892-4802-a8ac-256bb9de2218,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 16:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.426246,2026-01-09 18:28:42.426246
c8f9e1c1-d49e-45f6-83bb-695ab382ee84,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 17:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.427679,2026-01-09 18:28:42.427679
3f2c674b-9896-4b39-9e20-d69bc6593d34,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 17:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.427679,2026-01-09 18:28:42.427679
4a19d434-4d61-423b-8d5c-ecb50c5fa04a,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 18:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.429244,2026-01-09 18:28:42.429244
42cb36e2-00bc-4db6-9a1d-fd79f06c674e,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 18:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.429244,2026-01-09 18:28:42.429244
af40a7f9-2494-475f-b9f8-0ff6abb2fc36,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 19:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.430585,2026-01-09 18:28:42.430585
119b6cf1-3b60-4e6b-a418-d333a779d490,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 19:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.430585,2026-01-09 18:28:42.430585
60730ae0-96f0-4769-8e7c-13ffda6c7d3f,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 20:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.431989,2026-01-09 18:28:42.431989
7bd0ffd9-b871-4c8d-958c-f16b358eb069,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 20:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.431989,2026-01-09 18:28:42.431989
2733f8ae-c147-40ee-9f50-73d3676632bc,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 21:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.433105,2026-01-09 18:28:42.433105
3275cb8a-cb7a-4c96-b196-77088ff2675e,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 21:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.433105,2026-01-09 18:28:42.433105
8f325219-82f8-4e21-b55d-0b5f1c03a575,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 22:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.435202,2026-01-09 18:28:42.435202
0d92d91d-e37a-4b87-a468-7ce7873c5b0e,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 22:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.435202,2026-01-09 18:28:42.435202
331eab72-e829-426e-8bef-8962dc8ca9e0,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-01 23:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.436243,2026-01-09 18:28:42.436243
27df24fd-3502-4a5a-80e8-c2afb484176f,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-01 23:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.436243,2026-01-09 18:28:42.436243
d2dbcce7-e7e7-4e8f-8367-e2845b5459c2,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 00:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.437381,2026-01-09 18:28:42.437381
652749bf-c385-4681-be99-b1477041dce9,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 00:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.437381,2026-01-09 18:28:42.437381
9e4794c8-a7d6-4763-a236-67a43654baf4,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 01:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.438341,2026-01-09 18:28:42.438341
c5382109-d5f9-4018-81ef-bbd47b89c97f,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 01:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.438341,2026-01-09 18:28:42.438341
2f7c5e42-d20d-40f9-b7b5-27ca0978e5ee,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 02:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.439394,2026-01-09 18:28:42.439394
78ba31e5-1f7f-44eb-acbc-5b0ce5621320,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 02:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.439394,2026-01-09 18:28:42.439394
9b24b4b7-9291-4fda-9915-11f2c9e89a7d,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 03:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.440178,2026-01-09 18:28:42.440178
ea77672a-24cd-4474-b729-40a7a5f07dfb,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 03:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.440178,2026-01-09 18:28:42.440178
6bfe2a88-7ed8-4eb9-807b-56c73481e99f,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 04:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.441256,2026-01-09 18:28:42.441256
d686eea1-6e1a-40fe-aff5-b157d8b818e6,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 04:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.441256,2026-01-09 18:28:42.441256
21c96528-6f2b-430c-a1eb-38b99ba3bbe4,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 05:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.445253,2026-01-09 18:28:42.445253
5ecda12d-deb0-436b-abc1-438df359711d,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 05:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.445253,2026-01-09 18:28:42.445253
fc88d685-b1ea-4e7b-bfec-4551ed40e927,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 06:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.446349,2026-01-09 18:28:42.446349
a447d224-285c-4376-b290-6946ee05fe13,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 06:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.446349,2026-01-09 18:28:42.446349
819e7b5f-7e09-4ff1-8d55-a8fc357c3c7a,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 07:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.447103,2026-01-09 18:28:42.447103
8967b0a9-6f9f-4c9e-bbab-567b5db66e89,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 07:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.447103,2026-01-09 18:28:42.447103
27406a33-5f40-46a8-bbbe-172be9b8e471,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 08:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.448262,2026-01-09 18:28:42.448262
bea50342-7689-4424-8434-02ff3edca1fe,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 08:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.448262,2026-01-09 18:28:42.448262
898ea7b1-5d89-4b9f-9b0f-42b2fee7dcf9,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 09:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.448973,2026-01-09 18:28:42.448973
a999076b-373f-4a6f-95dd-5ed912cda794,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 09:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.448973,2026-01-09 18:28:42.448973
a8535dfe-8224-474b-9935-a4ab2017f657,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 10:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.449795,2026-01-09 18:28:42.449795
c53cf63b-36ab-46ea-b273-6146fcae9ce0,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 10:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.449795,2026-01-09 18:28:42.449795
fcd3770e-f5e7-4128-8434-e9e097a5f9d2,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 11:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.451075,2026-01-09 18:28:42.451075
662741ab-3113-460f-bb68-20545ef40fed,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 11:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.451075,2026-01-09 18:28:42.451075
c2f86df7-6ded-4381-9a00-5b9f60034e6a,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 12:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.451954,2026-01-09 18:28:42.451954
cbfa2c85-de00-4357-b9cd-3b62fb79e2b0,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 12:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.451954,2026-01-09 18:28:42.451954
2e817e42-479c-4556-ae05-76874d7fe292,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 13:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.452799,2026-01-09 18:28:42.452799
2e7c7ae0-6205-4253-8b7b-c985f3fb358d,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 13:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.452799,2026-01-09 18:28:42.452799
cda41139-37f7-420a-932b-b7808660b274,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 14:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.453527,2026-01-09 18:28:42.453527
43716c33-55a7-41e8-9a94-eb7d7b1b6c86,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 14:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.453527,2026-01-09 18:28:42.453527
dcf3fe36-9c91-439e-ac48-fe634e9142d9,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 15:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.45622,2026-01-09 18:28:42.45622
fff41d31-6785-4ad9-b157-7484e0c40972,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 15:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.45622,2026-01-09 18:28:42.45622
8869e815-26f7-4250-b637-d03d0e84aacb,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 16:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.457023,2026-01-09 18:28:42.457023
aa43edc0-2027-4044-a39f-fdf4bfcf7a7e,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 16:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.457023,2026-01-09 18:28:42.457023
9809a93d-7c00-4fc5-aacc-55da4ed3037a,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 17:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.458124,2026-01-09 18:28:42.458124
0c700eeb-9383-44b8-b7b8-49c09b8eabb8,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 17:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.458124,2026-01-09 18:28:42.458124
937d418c-cbd2-4e9f-a9ff-a89a1351d556,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 18:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.458952,2026-01-09 18:28:42.458952
b9419a3d-bb24-45e3-aaaf-e79a7e5db8ba,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 18:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.458952,2026-01-09 18:28:42.458952
3f616a52-afc6-4c2e-9b82-c0a8b48fe92d,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 19:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.460056,2026-01-09 18:28:42.460056
9701fa60-e65e-4a1c-873f-59e192a5fede,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 19:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.460056,2026-01-09 18:28:42.460056
5bacd567-6005-4d51-afc5-2b2ef7830043,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 20:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.460763,2026-01-09 18:28:42.460763
70b0afb1-7a6e-4352-9720-47b318fcad44,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 20:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.460763,2026-01-09 18:28:42.460763
56484f6c-aa54-4e74-a572-36d714e108c4,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 21:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.463237,2026-01-09 18:28:42.463237
5df7444f-691a-4a37-a975-58cde74846e2,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 21:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.463237,2026-01-09 18:28:42.463237
0af014a8-124a-476a-9726-a63deb1c008f,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 22:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.464206,2026-01-09 18:28:42.464206
ae9b5ba1-9030-47c8-800a-df1af7d0d7a3,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 22:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.464206,2026-01-09 18:28:42.464206
c35746f1-fd9d-4580-bd0b-b21f4edb195e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-02 23:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.465096,2026-01-09 18:28:42.465096
ff1de36b-73df-4018-a7cb-032542db156c,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-02 23:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.465096,2026-01-09 18:28:42.465096
9e9697f0-3453-479d-8aa2-b6ea79dd0154,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-03 00:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.465999,2026-01-09 18:28:42.465999
709d9b04-858b-48cb-91a9-9cbd9a94b7e6,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-03 00:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.465999,2026-01-09 18:28:42.465999
36ec4c2b-30b4-4fed-bfeb-47ee8028d880,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-03 01:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.467147,2026-01-09 18:28:42.467147
6ebc0cba-1bef-4436-852f-e6b1858c53da,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-03 01:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.467147,2026-01-09 18:28:42.467147
04f0433b-2d95-46ab-9604-e2cf47712ae6,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-03 02:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.467899,2026-01-09 18:28:42.467899
a95caa37-1124-4b18-813d-e5a3b21d0539,d667a552-4b25-4a45-9d86-31d901fe30c2,2025-01-03 02:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.467899,2026-01-09 18:28:42.467899
320d513c-23ba-47b7-ae3e-e7546d7e65ba,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2025-01-03 03:00:00,20f276ed-1b44-405d-a87d-83aca759cbfd,49.99,0.067191,2026-01-09 18:28:42.46872,2026-01-09 18:28:42.46872
