transaction_id,customer_id,account_id,booking_id,parent_transaction_id,transaction_type,amount,currency,status,payment_method,payment_reference,tax_amount,tax_rate,description,processed_at,refunded_at,created_at,updated_at
05199b66-36b3-4682-bbad-c5df2643ca4a,8cc491fd-eb98-46e9-b03f-e31b54ae0e75,d667a552-4b25-4a45-9d86-31d901fe30c2,8e98693e-ffc6-4c2b-9f31-b3c59e72ec56,,booking_fee,1599.96,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK637766,,,2025-01-01 09:00:00,2025-01-01 09:00:00
385ff011-ddf0-435e-b377-3013d7a241cc,bb2646c6-aab7-47bb-bde4-c1628f952b4c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,ac70a379-154f-4573-9cc3-b4ddcc79103f,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK430597,,,2025-01-01 10:00:00,2025-01-01 10:00:00
c1e3dfae-64a4-4799-bc5c-f61e6716309f,0eb1c1a0-b14b-438c-9522-825f27669132,0330c2ef-f3be-4fc0-ae00-6edb9621e092,13ae6d2a-622c-4433-ab29-12bba2cd342b,,booking_fee,975.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK490054,,,2025-01-01 11:00:00,2025-01-01 11:00:00
45d27781-b26c-4501-aa86-49d27adbab08,a46a32c5-639c-43d4-bc1f-49356f4f1151,0330c2ef-f3be-4fc0-ae00-6edb9621e092,09b1476d-6f98-4104-b6a6-184b5cef9a17,,booking_fee,1875.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK826575,,,2025-01-01 11:00:00,2025-01-01 11:00:00
08e2f8a0-6d07-4014-8f39-6edcf69c585f,bb2646c6-aab7-47bb-bde4-c1628f952b4c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,6b24c176-fb51-4d1c-9025-618fa5784e80,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK415152,,,2025-01-01 12:00:00,2025-01-01 12:00:00
a42d34db-3e38-4e8e-91a9-faacae8458ba,3aa9b20f-c92d-404e-938c-5749a40243f6,0330c2ef-f3be-4fc0-ae00-6edb9621e092,39759a5c-d1a2-468e-8591-add4678f9d05,,booking_fee,750.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK411555,,,2025-01-01 12:00:00,2025-01-01 12:00:00
fc212078-c24e-4f50-9127-e8759a91a10b,8cc491fd-eb98-46e9-b03f-e31b54ae0e75,d667a552-4b25-4a45-9d86-31d901fe30c2,f88ebcce-fbda-400f-997e-4561ce4b1211,,booking_fee,975.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK218109,,,2025-01-01 12:00:00,2025-01-01 12:00:00
f9b467de-154d-48be-8fab-b686979976b1,d1e0583c-5b64-43e1-8c94-358119668c72,d667a552-4b25-4a45-9d86-31d901fe30c2,9f9f9188-24e9-45d0-8bb3-8abca301b947,,booking_fee,975.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK705215,,,2025-01-01 14:00:00,2025-01-01 14:00:00
09cfadbd-6aa5-48ff-b151-1a59363141fb,75421d0d-567a-4b6c-8f57-83aa3fb9927c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,2e3d84c6-9029-4217-a8b7-f366bd11eb95,,booking_fee,6375.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK578557,,,2025-01-01 15:00:00,2025-01-01 15:00:00
7d011325-2af8-4362-b728-996de20676fd,4f8ebfbb-a525-472a-8be4-32a97efcad03,0330c2ef-f3be-4fc0-ae00-6edb9621e092,48828954-4dd8-4dd4-8bba-42ec71642ae8,,booking_fee,6375.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK728135,,,2025-01-01 15:00:00,2025-01-01 15:00:00
b0d82040-f1d2-41f8-ab39-675cbf2db127,f7ba2504-46c4-4ebb-9686-e48ba71df416,d667a552-4b25-4a45-9d86-31d901fe30c2,bed790cd-b1b9-47be-86fb-5cc5cc730776,,booking_fee,6375.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK988096,,,2025-01-01 15:00:00,2025-01-01 15:00:00
1c13f28e-600b-4939-8ffd-56f842233c26,0eb1c1a0-b14b-438c-9522-825f27669132,0330c2ef-f3be-4fc0-ae00-6edb9621e092,d16e2fe7-8202-439d-a662-cdfe22de758d,,booking_fee,5200.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK436869,,,2025-01-01 16:00:00,2025-01-01 16:00:00
50712bcb-3059-4527-a6c4-4b10bd340954,4c9e0e55-d382-47cf-a593-c3efc05413f3,0330c2ef-f3be-4fc0-ae00-6edb9621e092,5c31ea81-e6bd-45b4-92a0-1764e4fbe846,,booking_fee,4720.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK421256,,,2025-01-01 16:00:00,2025-01-01 16:00:00
4f6e1d0e-9ec0-472d-b3af-c5bab032911d,d0de7956-0cfc-4b8b-9ee5-8efc5975cb5c,d667a552-4b25-4a45-9d86-31d901fe30c2,7aac499f-9156-4c37-a3d5-6f094db5d847,,booking_fee,5625.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK957876,,,2025-01-01 17:00:00,2025-01-01 17:00:00
49bd6d36-776e-4c0b-8f4d-7a13c0a67dc3,ee901f5b-eab1-47ca-812a-63592652ad65,d667a552-4b25-4a45-9d86-31d901fe30c2,d660bf6a-6f5e-4aaf-a304-7f45596a93ca,,booking_fee,5999.85,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK898041,,,2025-01-01 17:00:00,2025-01-01 17:00:00
0e9f4324-34e4-4962-84ca-d516a3c316d1,75421d0d-567a-4b6c-8f57-83aa3fb9927c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,74beb99a-5d8d-40dc-8da6-1bbc74304cfb,,booking_fee,2250.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK931448,,,2025-01-02 08:00:00,2025-01-02 08:00:00
a2b2884c-592b-4d81-9efe-2e5c9cccc177,4f8ebfbb-a525-472a-8be4-32a97efcad03,0330c2ef-f3be-4fc0-ae00-6edb9621e092,0a778832-7820-465c-99e2-a80735dc7cf6,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK522279,,,2025-01-02 08:00:00,2025-01-02 08:00:00
cd00a488-4c3d-4986-8b8d-50a70d522e07,d1e0583c-5b64-43e1-8c94-358119668c72,d667a552-4b25-4a45-9d86-31d901fe30c2,58dc9e8f-dfc1-48c6-a62d-8b8b5576870b,,booking_fee,2250.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK278044,,,2025-01-02 08:00:00,2025-01-02 08:00:00
311856e2-2514-4f56-95b2-5c79d2f49768,f7ba2504-46c4-4ebb-9686-e48ba71df416,d667a552-4b25-4a45-9d86-31d901fe30c2,d5bb2406-7d45-4257-9133-ece8600619f4,,booking_fee,1300.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK470189,,,2025-01-02 08:00:00,2025-01-02 08:00:00
df4bcb16-b534-4404-8c63-a1f494f53c54,0eb1c1a0-b14b-438c-9522-825f27669132,0330c2ef-f3be-4fc0-ae00-6edb9621e092,be108ff8-90c2-47df-946f-7c7ca4c58fb0,,booking_fee,1950.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK552488,,,2025-01-02 09:00:00,2025-01-02 09:00:00
ba907a6b-11c1-47b9-8257-66c6c3483be0,6a3c5a0b-4eb5-4656-9ef0-774432175fcb,0330c2ef-f3be-4fc0-ae00-6edb9621e092,dc896453-ffbb-4a88-8eac-c8f39c09eb81,,booking_fee,1180.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK512895,,,2025-01-02 09:00:00,2025-01-02 09:00:00
7b217429-100e-49a7-ade6-0745b664820e,d0de7956-0cfc-4b8b-9ee5-8efc5975cb5c,d667a552-4b25-4a45-9d86-31d901fe30c2,b99bab20-10ae-4233-84bd-3f8f8c66df84,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK266634,,,2025-01-02 09:00:00,2025-01-02 09:00:00
f6410886-daf5-4f8a-9963-afe1ddca9d2e,8cc491fd-eb98-46e9-b03f-e31b54ae0e75,d667a552-4b25-4a45-9d86-31d901fe30c2,6d23fbfc-9313-45d8-86e8-ee42922cb54c,,booking_fee,1199.97,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK671889,,,2025-01-02 10:00:00,2025-01-02 10:00:00
ad172f64-9f23-42a4-89a8-88e74881469e,d47617b7-89c7-4b7e-90a0-c6e2d29fc84e,d667a552-4b25-4a45-9d86-31d901fe30c2,6b2be7b4-b17c-4b25-b51d-ef2fe810bf09,,booking_fee,1875.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK477001,,,2025-01-02 10:00:00,2025-01-02 10:00:00
2ad30de6-6cc7-4f33-9e08-f1dd05b7960d,f36a5be1-103c-4e21-bda9-3c42bdbb841e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,162526a0-3d52-4316-b2e6-d8db034ab9bc,,booking_fee,2250.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK261969,,,2025-01-02 11:00:00,2025-01-02 11:00:00
4addc44a-94e4-4d5c-b3e9-6afbbd1a712d,d0de7956-0cfc-4b8b-9ee5-8efc5975cb5c,d667a552-4b25-4a45-9d86-31d901fe30c2,e3d849eb-ab19-4a4c-94bc-8cc9ded6e79a,,booking_fee,975.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK906918,,,2025-01-02 12:00:00,2025-01-02 12:00:00
c7650d64-ca72-41e1-98f2-3a2e4070eb4b,f7ba2504-46c4-4ebb-9686-e48ba71df416,d667a552-4b25-4a45-9d86-31d901fe30c2,9063e171-ded6-4920-8da1-802b10376308,,booking_fee,1875.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK339000,,,2025-01-02 12:00:00,2025-01-02 12:00:00
adb201dd-ef40-4b81-bf4c-f205b1ad2bd1,4f8ebfbb-a525-472a-8be4-32a97efcad03,0330c2ef-f3be-4fc0-ae00-6edb9621e092,f5064f38-67eb-49a5-8f41-9d9e748f30c4,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK724652,,,2025-01-02 13:00:00,2025-01-02 13:00:00
b5409798-6fea-416f-805a-f484d4ed3fe4,dfb08fba-bf26-4d29-bd09-aba962218a8f,d667a552-4b25-4a45-9d86-31d901fe30c2,d16489f6-daa5-4f1e-9380-09044c3567d2,,booking_fee,1199.97,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK136455,,,2025-01-02 13:00:00,2025-01-02 13:00:00
ffe3c45c-57b8-44d0-ba77-55672dc000b8,a46a32c5-639c-43d4-bc1f-49356f4f1151,0330c2ef-f3be-4fc0-ae00-6edb9621e092,b72ba743-1022-4809-8d2b-bd55ccccc417,,booking_fee,885.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK419440,,,2025-01-02 14:00:00,2025-01-02 14:00:00
c43bb243-3ea9-4628-b86b-d8f0c091d6d7,d1e0583c-5b64-43e1-8c94-358119668c72,d667a552-4b25-4a45-9d86-31d901fe30c2,7cb33025-cc02-4dc3-8147-f965160eb2fd,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK968128,,,2025-01-02 14:00:00,2025-01-02 14:00:00
b9f5bc20-a939-41e4-98f0-8d9d48926ca7,75421d0d-567a-4b6c-8f57-83aa3fb9927c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,bb4a2ee8-0cf6-48a6-b3ef-19ba323c0190,,booking_fee,6375.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK829647,,,2025-01-02 15:00:00,2025-01-02 15:00:00
21594562-5882-45f6-842b-4be91096a754,d47617b7-89c7-4b7e-90a0-c6e2d29fc84e,d667a552-4b25-4a45-9d86-31d901fe30c2,969263f7-9edb-4bbc-9f96-f46a2b5f5744,,booking_fee,5525.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK554885,,,2025-01-02 15:00:00,2025-01-02 15:00:00
a8e0c1ec-10e6-49d7-bbbc-a18208b605f1,f7ba2504-46c4-4ebb-9686-e48ba71df416,d667a552-4b25-4a45-9d86-31d901fe30c2,e3d1dc80-f9a9-4e45-bdf0-bc6b7966f7bc,,booking_fee,5625.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK826604,,,2025-01-02 17:00:00,2025-01-02 17:00:00
de33dd1d-a9e1-46a2-8ca7-0ec738fd25db,c0587b72-b6b3-4dab-be94-d1d8671f572d,d667a552-4b25-4a45-9d86-31d901fe30c2,50955138-d2e0-4c3d-8b3b-5ea70f8176c3,,booking_fee,5625.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK692391,,,2025-01-02 17:00:00,2025-01-02 17:00:00
fbf07019-1434-468a-a344-7195974b9876,4f8ebfbb-a525-472a-8be4-32a97efcad03,0330c2ef-f3be-4fc0-ae00-6edb9621e092,6b0a5cc1-e9ca-42fb-88a5-8b6f683a9928,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK880528,,,2025-01-03 08:00:00,2025-01-03 08:00:00
fe1d2b5a-e0bb-477d-a1fd-4a98b394ef04,0eb1c1a0-b14b-438c-9522-825f27669132,0330c2ef-f3be-4fc0-ae00-6edb9621e092,a618d651-7338-4b10-88fb-c40088856bdf,,booking_fee,1475.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK718358,,,2025-01-03 08:00:00,2025-01-03 08:00:00
ac264f8d-ab0e-41a1-a24d-27f892325a82,d1e0583c-5b64-43e1-8c94-358119668c72,d667a552-4b25-4a45-9d86-31d901fe30c2,ce0d4eed-3c36-4e31-b5d2-5b5de8ccba47,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK602098,,,2025-01-03 08:00:00,2025-01-03 08:00:00
03980555-fe78-4346-9aa6-1a8870ed634d,dfb08fba-bf26-4d29-bd09-aba962218a8f,d667a552-4b25-4a45-9d86-31d901fe30c2,8108b2e8-5e4b-4a4e-a091-fd6180860078,,booking_fee,1625.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK249665,,,2025-01-03 08:00:00,2025-01-03 08:00:00
2e6081ae-bcb6-49e5-88cb-a7365eac24ca,75421d0d-567a-4b6c-8f57-83aa3fb9927c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,61bd9b9c-1b4e-4bd8-95f7-32f2318e3de4,,booking_fee,2250.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK422840,,,2025-01-03 09:00:00,2025-01-03 09:00:00
d71a2cdb-3e05-4096-98ae-31bee66583f1,4c9e0e55-d382-47cf-a593-c3efc05413f3,0330c2ef-f3be-4fc0-ae00-6edb9621e092,8dca581c-b96e-42bd-a896-f8dda35287ce,,booking_fee,1300.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK992178,,,2025-01-03 09:00:00,2025-01-03 09:00:00
7479c849-2d06-4966-bec3-bc1a6a6b2d2c,f7ba2504-46c4-4ebb-9686-e48ba71df416,d667a552-4b25-4a45-9d86-31d901fe30c2,350fe0df-d642-45ff-ae1d-19a982004d53,,booking_fee,2399.94,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK805079,,,2025-01-03 09:00:00,2025-01-03 09:00:00
0994eb2b-5d2c-42af-a2c2-63312dd12a96,0b0f839e-1ce0-4191-a000-25913b1d742a,0330c2ef-f3be-4fc0-ae00-6edb9621e092,01f7ba20-564d-42b7-a069-c9a012996ab0,,booking_fee,2250.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK448179,,,2025-01-03 10:00:00,2025-01-03 10:00:00
dd319ebb-1862-42ed-97d1-42da6fb64484,6a3c5a0b-4eb5-4656-9ef0-774432175fcb,0330c2ef-f3be-4fc0-ae00-6edb9621e092,a3559961-16a9-4957-9cdc-6e5f0f07cc1d,,booking_fee,6599.78,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK395802,,,2025-01-03 10:00:00,2025-01-03 10:00:00
63e4b40d-258a-414a-bf81-1d0a3125671f,03b34bde-daef-4832-915d-05be28fb7e46,d667a552-4b25-4a45-9d86-31d901fe30c2,0a9959f9-280e-4a30-a663-b712d3332065,,booking_fee,2250.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK646843,,,2025-01-03 10:00:00,2025-01-03 10:00:00
5ffe8cd2-8de7-4f55-9309-c863d71d5f22,c0587b72-b6b3-4dab-be94-d1d8671f572d,d667a552-4b25-4a45-9d86-31d901fe30c2,2145a69e-f561-4e9f-8549-537f22789639,,booking_fee,1199.97,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK460024,,,2025-01-03 10:00:00,2025-01-03 10:00:00
aea100ea-5d3c-46d6-9865-b7d523b08a0f,f36a5be1-103c-4e21-bda9-3c42bdbb841e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,5a9959c5-6a67-4c5d-a1cc-19ab524f1140,,booking_fee,2250.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK136608,,,2025-01-03 11:00:00,2025-01-03 11:00:00
7d44bfa9-516e-4dc7-9d0d-c61aff4ab5b7,d1e0583c-5b64-43e1-8c94-358119668c72,d667a552-4b25-4a45-9d86-31d901fe30c2,21e01a10-02e4-42c9-9899-b36de755c371,,booking_fee,2250.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK172254,,,2025-01-03 11:00:00,2025-01-03 11:00:00
b0667aa5-2324-46ba-9f97-a5da36b7f027,6de60ecd-1b15-48f2-b6fd-7e4bb31b15ef,0330c2ef-f3be-4fc0-ae00-6edb9621e092,13d9e754-90fa-4be3-b642-a98bdd3f8b3f,,booking_fee,7500.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK791495,,,2025-01-03 12:00:00,2025-01-03 12:00:00
c8708109-4cda-4f00-ab24-6f6df60e3a7a,bb2646c6-aab7-47bb-bde4-c1628f952b4c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,f87516a3-fd1a-4739-ba96-d2ec0a8dc745,,booking_fee,6500.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK151882,,,2025-01-03 12:00:00,2025-01-03 12:00:00
0ef7d4ed-5855-4171-8038-ced1c630dc5b,8cc491fd-eb98-46e9-b03f-e31b54ae0e75,d667a552-4b25-4a45-9d86-31d901fe30c2,0af38215-7bf4-4e90-9255-a5bdbcbd825c,,booking_fee,5999.85,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK114645,,,2025-12-31 17:00:00,2025-12-31 17:00:00
231186dd-20ad-4632-bd29-565805a36593,d1e0583c-5b64-43e1-8c94-358119668c72,d667a552-4b25-4a45-9d86-31d901fe30c2,56b5c6f7-5d60-4435-9ba0-a23c774c8d75,,booking_fee,5999.25,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK632177,,,2025-12-31 17:00:00,2025-12-31 17:00:00
b247d5cc-22a5-41c7-bbb9-12dd7a091485,f2f97223-9102-4e46-b80b-51f7bf93947e,0330c2ef-f3be-4fc0-ae00-6edb9621e092,f6c776cb-c2f0-400b-a7d4-3d21b4e2da22,,booking_fee,9000.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK462967,,,2025-12-31 17:00:00,2025-12-31 17:00:00
f6c83e1d-4220-48c3-a2b7-2c224c8b261c,d47617b7-89c7-4b7e-90a0-c6e2d29fc84e,d667a552-4b25-4a45-9d86-31d901fe30c2,5e9519f6-a5a7-4f48-9c0f-66233ef25dba,,booking_fee,7999.80,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK814602,,,2025-01-03 12:00:00,2025-01-03 12:00:00
3c72b195-35be-4d10-89d5-3938b5975439,8cc491fd-eb98-46e9-b03f-e31b54ae0e75,d667a552-4b25-4a45-9d86-31d901fe30c2,c8c5cf32-e8ea-4bca-b368-7059328904e4,,booking_fee,1599.96,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK555340,,,2025-01-03 12:00:00,2025-01-03 12:00:00
6f4e05f4-099d-4446-8de6-39eeedb8ff99,4f8ebfbb-a525-472a-8be4-32a97efcad03,0330c2ef-f3be-4fc0-ae00-6edb9621e092,d89f615e-3897-4def-ac68-98bc04007769,,booking_fee,6175.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK718657,,,2025-01-03 13:00:00,2025-01-03 13:00:00
19ee450a-540d-49a0-bdfb-c76112b0d336,0eb1c1a0-b14b-438c-9522-825f27669132,0330c2ef-f3be-4fc0-ae00-6edb9621e092,fa1ad91e-f245-41db-9a59-fb5cb8bc400e,,booking_fee,5605.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK768384,,,2025-01-03 13:00:00,2025-01-03 13:00:00
c35eeb25-14ba-487a-85b4-2cefaa1218a4,d0de7956-0cfc-4b8b-9ee5-8efc5975cb5c,d667a552-4b25-4a45-9d86-31d901fe30c2,508a0863-dd91-42e2-a253-c1c405f367ef,,booking_fee,975.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK107857,,,2025-01-03 13:00:00,2025-01-03 13:00:00
34607d52-929f-42ae-a908-2de6c9ea00de,4c9e0e55-d382-47cf-a593-c3efc05413f3,0330c2ef-f3be-4fc0-ae00-6edb9621e092,bf422315-dfc6-41af-a109-300d30768705,,booking_fee,6375.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK536508,,,2025-01-03 15:00:00,2025-01-03 15:00:00
c6d6c528-35b6-4adc-8995-32b45b19ec5f,f7ba2504-46c4-4ebb-9686-e48ba71df416,d667a552-4b25-4a45-9d86-31d901fe30c2,bc738ebb-bb04-4607-9691-ac73c91999b9,,booking_fee,6799.83,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK917881,,,2025-01-03 15:00:00,2025-01-03 15:00:00
028862e4-ced2-4e67-9f9b-bf9d2dfeecc3,d0de7956-0cfc-4b8b-9ee5-8efc5975cb5c,d667a552-4b25-4a45-9d86-31d901fe30c2,43e17006-f4cc-472d-a8bf-788e584f14e1,,booking_fee,5200.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK747726,,,2025-01-03 16:00:00,2025-01-03 16:00:00
4ded39aa-779e-41cd-a3f9-8d18586508d1,8cc491fd-eb98-46e9-b03f-e31b54ae0e75,d667a552-4b25-4a45-9d86-31d901fe30c2,466ce6d4-f96f-4a08-90b1-da74f7039669,,booking_fee,6000.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK805521,,,2025-01-03 16:00:00,2025-01-03 16:00:00
6ae6a6c0-4325-4851-af9d-3255134e5b6c,75421d0d-567a-4b6c-8f57-83aa3fb9927c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,3b73dbf4-5b08-42a0-a232-196014829745,,booking_fee,5625.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK643782,,,2025-01-03 17:00:00,2025-01-03 17:00:00
bf0906a0-24e8-46d9-a648-4ef1198a4947,75421d0d-567a-4b6c-8f57-83aa3fb9927c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,7c3cb7f1-4142-4e6e-9565-3c556eded3e6,,booking_fee,1125.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK402393,,,2025-01-04 08:00:00,2025-01-04 08:00:00
97690c0c-6907-422c-acae-356ba2ac0ef2,4f8ebfbb-a525-472a-8be4-32a97efcad03,0330c2ef-f3be-4fc0-ae00-6edb9621e092,0f553601-f9c4-4c06-a5ac-5028d6726cde,,booking_fee,1875.00,USD,completed,,,0.00,0.0000,Booking fee for unicorn rental BK271111,,,2025-01-04 08:00:00,2025-01-04 08:00:00
